Q1A,Q1I,Q1E,Q2A,Q2I,Q2E,Q3A,Q3I,Q3E,Q4A,Q4I,Q4E,Q5A,Q5I,Q5E,Q6A,Q6I,Q6E,Q7A,Q7I,Q7E,Q8A,Q8I,Q8E,Q9A,Q9I,Q9E,Q10A,Q10I,Q10E,Q11A,Q11I,Q11E,Q12A,Q12I,Q12E,Q13A,Q13I,Q13E,Q14A,Q14I,Q14E,Q15A,Q15I,Q15E,Q16A,Q16I,Q16E,Q17A,Q17I,Q17E,Q18A,Q18I,Q18E,Q19A,Q19I,Q19E,Q20A,Q20I,Q20E,Q21A,Q21I,Q21E,Q22A,Q22I,Q22E,Q23A,Q23I,Q23E,Q24A,Q24I,Q24E,Q25A,Q25I,Q25E,Q26A,Q26I,Q26E,Q27A,Q27I,Q27E,Q28A,Q28I,Q28E,Q29A,Q29I,Q29E,Q30A,Q30I,Q30E,Q31A,Q31I,Q31E,Q32A,Q32I,Q32E,Q33A,Q33I,Q33E,Q34A,Q34I,Q34E,Q35A,Q35I,Q35E,Q36A,Q36I,Q36E,Q37A,Q37I,Q37E,Q38A,Q38I,Q38E,Q39A,Q39I,Q39E,Q40A,Q40I,Q40E,Q41A,Q41I,Q41E,Q42A,Q42I,Q42E,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major,variance,depression_score,anxiety_score,stress_score,depression_outcome,anxiety_outcome,stress_outcome,depression_target,anxiety_target,stress_target
1,41,2027,1,31,2995,1,4,5017,0,38,2735,0,37,2299,0,23,1828,0,2,3745,1,3,8856,1,40,3388,1,20,2127,0,8,2263,1,32,2484,1,17,1549,0,22,4054,0,15,2391,1,24,1908,1,29,1729,0,30,2176,0,36,3316,0,26,2259,1,35,3027,0,28,2082,0,18,2015,1,42,2675,0,33,4579,1,21,2168,0,7,2411,0,9,1910,1,5,3909,0,27,2520,1,25,2729,1,11,3348,0,14,2015,1,16,2909,0,6,3234,1,19,2389,1,12,4050,0,13,2592,0,10,2403,1,34,2726,0,1,8884,1,39,3459,MY,0,7,137,169,4,5,6,1,6,3,5,5,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,36,1,1,1,10,1,10,1,2,6,Engineering,0.25609756097560976,12,4,5,1,0,0,0,0,0
1,21,3751,0,9,2241,0,12,3354,0,38,1917,1,13,4165,1,42,3314,0,1,8444,0,30,2646,0,17,3657,0,14,2999,1,40,2401,0,3,7430,1,10,4056,1,26,6109,0,22,1542,0,39,2444,0,31,1491,1,24,5352,0,19,2273,0,15,1810,0,28,3700,0,41,3034,0,16,1608,0,11,4052,0,20,4761,1,18,4063,1,32,3017,0,7,1972,0,29,3336,0,25,5006,1,5,9382,2,35,5192,0,6,2780,1,8,2681,0,34,723,0,4,2452,0,33,1755,0,23,2653,1,2,7760,1,37,13697,0,27,2056,2,36,4383,MY,0,14,179,141,6,6,5,4,5,5,5,5,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,2,1,10,1,10,2,1,7,Accounting,0.3443670150987225,7,1,9,0,0,0,0,0,0
0,16,4898,1,33,3734,1,1,7349,0,32,4151,1,36,3094,3,8,4539,0,37,2113,1,35,4330,3,22,5612,3,19,3215,3,9,3483,2,26,3814,3,28,1531,3,29,10289,1,7,2516,0,15,3423,3,41,2553,1,6,5118,3,23,3123,1,2,16860,0,5,5003,1,13,7485,1,4,5898,0,17,2712,2,12,5787,3,11,3381,2,38,2713,0,18,2927,3,25,5765,2,10,6390,0,34,3552,2,3,5807,1,14,2899,3,21,2719,1,42,6498,2,39,2324,3,40,3067,1,31,3732,1,24,3389,2,27,7209,1,30,3772,0,20,4251,MY,0,21,194,188,2,5,4,7,4,4,4,6,5,6,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,2,3,1,2,18,1,1,1,10,2,10,2,1,5,filem,1.2799070847851337,21,19,24,3,3,2,1,1,0
2,18,31522,2,9,7417,1,8,4423,1,4,5265,1,36,4279,1,39,15004,1,17,4422,1,1,16967,2,15,7785,2,24,4075,2,35,3468,2,41,4190,2,23,1944,1,14,5302,1,32,3067,2,34,3937,2,20,2685,2,22,3148,1,27,7585,2,42,3189,2,25,2262,1,5,3272,1,33,1631,2,29,7353,1,28,9603,1,3,8131,1,37,3022,1,21,4218,3,12,4642,2,38,5233,1,40,5521,1,6,6334,2,2,11373,2,7,2703,1,11,9560,1,10,1905,2,19,6963,2,30,2112,2,13,3792,2,31,8581,1,26,3147,1,16,2916,MY,0,9,255,227,5,4,6,7,5,7,6,5,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,20,1,2,1,10,4,10,2,1,3,Food technology ,0.30429732868757253,23,19,22,3,3,2,1,1,0
1,38,10523,0,19,12280,1,14,8867,0,7,5044,3,24,6291,1,37,10998,0,35,5405,0,18,2152,0,3,27084,1,41,5365,1,11,7374,1,23,5032,1,27,4136,0,17,8905,1,40,4263,3,42,8031,1,6,9357,0,29,3468,0,4,3275,0,16,4797,0,15,3877,1,28,5253,0,32,2120,2,34,6606,0,22,8379,1,20,4125,2,36,5459,0,26,12379,2,2,12188,0,1,112610,3,33,8784,0,21,3759,0,30,3957,2,25,11125,0,10,17147,1,12,3331,3,8,18236,0,9,7499,2,13,88387,1,31,5512,0,5,3849,3,39,4261,MY,0,3,504,247,1,5,1,5,5,5,6,6,7,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,22,1,1,1,4,0,10,2,1,4,English,1.0638792102206733,24,3,11,3,0,0,1,0,0
2,41,3574,2,30,3734,0,27,3209,1,19,6700,1,31,2573,1,34,2607,1,40,4654,1,16,3042,2,15,11004,1,9,8156,2,25,3225,2,11,7702,1,33,2447,1,37,11106,1,35,2472,1,8,6168,2,3,7863,1,2,15125,1,29,4437,2,10,6393,2,14,3719,1,38,2822,0,21,3560,1,23,4511,1,17,7479,1,22,3385,3,12,9118,2,42,3192,0,36,4286,1,32,5147,3,13,8671,1,1,32777,2,4,6757,3,7,3457,1,24,12802,2,5,5047,0,26,11287,1,18,2055,0,28,2516,3,6,4355,1,39,3837,1,20,5197,MY,0,280,266,307,1,5,6,6,6,7,7,4,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,21,1,2,1,10,1,10,2,1,4,Computer science,0.6666666666666667,18,20,18,2,4,1,0,1,0
2,25,2619,3,7,2127,0,29,6883,1,6,4573,2,3,11381,1,12,4707,1,27,3429,0,4,5934,2,2,11404,2,14,3267,2,30,3239,1,28,5434,2,21,1854,1,26,10955,1,23,4966,1,5,3600,3,20,7058,3,40,4346,0,15,4716,1,24,3212,2,32,3000,1,11,3249,0,42,5421,1,1,10088,2,33,6577,3,17,5275,2,35,3087,2,19,5468,1,39,4153,2,31,4847,2,18,3072,2,41,3966,1,37,4491,2,16,2124,1,22,4011,2,34,4070,1,38,6425,1,8,2043,1,13,2611,3,36,6743,2,9,2673,2,10,3896,MY,0,3,208,321,5,1,6,5,6,7,7,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,19,1,1,1,10,1,10,2,1,9,Science ,0.692799070847851,24,22,19,3,4,2,1,1,0
1,32,4457,3,34,6982,1,6,10883,2,10,5829,0,25,5657,1,29,3001,0,13,8343,2,2,33578,0,14,11618,0,23,5458,1,20,3127,0,33,3979,0,27,8441,2,30,9729,1,40,6867,1,21,3730,1,19,4201,0,41,4259,0,31,8804,2,9,7036,0,22,4691,0,24,4181,1,17,4178,0,39,7255,0,42,10039,1,4,7832,1,11,4888,0,38,3672,1,26,3816,0,37,7156,0,35,5144,0,16,13251,1,8,9884,0,28,3375,1,1,30218,1,5,4334,0,7,5294,0,18,3838,1,12,4537,0,15,9679,1,3,4550,1,36,6040,BN,0,22,315,721,6,5,5,5,4,5,6,7,3,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,1,10,2,10,2,1,5,Psychology in children,0.5691056910569099,5,11,12,0,2,0,0,0,0
1,38,944,0,11,6453,0,22,14359,0,20,4823,0,15,3601,1,37,3578,0,6,7812,1,4,7421,1,27,24521,0,40,3127,0,8,6520,0,28,4751,0,29,2353,1,21,6153,0,14,21774,0,32,3578,0,18,3370,0,19,18729,1,5,18290,0,9,4277,0,16,18449,0,26,19844,0,7,155824,0,24,10245,0,33,9972,0,23,3363,0,39,3139,0,42,4392,0,2,16365,0,41,5499,0,34,16901,1,10,6205,1,3,6951,0,25,3949,0,12,16097,0,13,2176,0,30,6940,0,1,11242,0,31,19152,0,17,5571,0,36,13358,1,35,8500,MY,0,4,539,450,7,5,6,3,6,3,6,5,6,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,3,2,2,2,36,1,1,1,10,1,70,1,2,5,Information technology,0.1724738675958189,1,2,6,0,0,0,0,0,0
0,23,1799,0,29,1929,0,2,9324,0,14,2541,0,25,784,1,39,649,0,12,1849,0,21,1054,1,17,4333,1,1,28295,1,36,881,1,31,2412,1,37,1152,1,42,830,0,9,1584,0,6,2766,0,38,1483,1,41,1599,0,20,1317,1,40,832,0,34,856,1,32,4873,1,28,1254,0,8,3517,1,3,20587,0,16,1533,0,15,1933,0,22,1113,0,5,4918,1,13,4425,1,10,4184,0,26,2698,0,11,2566,0,7,2730,1,30,2419,0,27,1051,1,4,1358,0,33,2205,0,19,1516,0,24,1700,1,35,1004,0,18,4983,MY,0,5,142,250,1,2,2,1,2,1,3,3,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,20,1,1,1,10,1,10,2,1,0,Mechanical Engineering,0.24680603948896634,4,6,7,0,0,0,0,0,0
1,33,1102,1,4,3665,1,35,2602,0,31,4917,1,7,5282,1,20,4985,0,5,17258,0,39,3262,0,8,4627,1,16,2228,2,25,4275,0,23,3499,2,2,9985,3,6,3348,0,28,17590,1,41,2646,1,36,3767,3,1,3046,0,19,2615,0,18,2172,1,42,3884,0,14,2954,0,9,2103,1,30,3392,0,40,5454,2,26,5948,3,27,2152,0,29,1666,2,32,4051,0,12,3526,1,11,4126,2,34,3464,0,3,3668,1,37,1982,1,24,14225,0,13,1867,0,38,2264,1,17,2038,3,21,4224,0,15,7667,0,10,2078,2,22,23705,MY,0,20,257,136,5,4,5,5,3,2,6,3,4,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,2,10,1,10,2,1,4,Accounting,0.9663182346109173,16,1,21,2,0,2,0,0,0
3,18,2525,1,14,5116,1,21,5819,2,31,5476,2,22,7124,3,30,2978,1,13,5983,3,32,4512,1,3,11580,2,1,12442,3,17,5313,2,11,3801,3,24,1831,3,4,8984,0,23,2517,2,6,7002,3,19,3842,3,28,3285,1,36,9235,2,26,3936,3,39,3926,3,8,5358,0,34,4496,2,27,6014,1,20,5481,3,29,1815,2,33,4368,3,10,3248,3,25,3266,2,7,7706,2,5,14304,0,37,8733,0,41,2339,3,9,4399,0,15,7008,2,38,2743,2,40,3714,2,16,2889,0,42,3710,3,2,8089,1,35,3138,3,12,6668,MY,0,7,227,198,7,6,5,7,7,5,7,6,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,23,1,1,1,10,1,10,2,1,4,Communication ,1.1411149825783973,33,20,28,4,4,3,1,1,1
3,27,2514,3,35,5234,2,3,5793,3,1,26714,3,2,9446,2,16,3044,3,31,3813,3,23,2108,3,9,4347,2,39,2277,2,38,4658,3,42,3135,3,7,2134,3,8,7843,3,29,1443,3,30,2345,3,4,3554,3,6,5275,3,5,5749,3,19,2043,2,25,3955,3,14,2152,1,22,6880,3,24,3270,3,21,5678,3,34,3217,3,15,4293,3,10,4514,3,28,2246,3,41,7525,2,36,4989,3,13,5224,3,40,1501,2,33,4782,3,32,10113,2,26,1687,1,17,10454,3,18,2852,2,37,1863,3,12,4438,3,20,2612,3,11,3584,MY,0,34,202,253,1,3,1,7,5,5,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,24,1,1,1,10,1,10,2,1,4,Human resource,0.316492450638792,35,39,39,4,4,4,1,1,1
3,38,5446,3,42,6117,1,39,4026,1,16,30719,2,36,7299,3,26,6210,0,7,13854,2,27,6984,3,19,6250,2,23,5936,3,15,3055,1,40,4920,3,10,2176,2,24,11176,0,29,11238,3,6,4277,3,12,3233,3,13,26774,0,14,46207,3,20,3709,2,30,12218,3,35,20470,1,18,10857,3,8,3746,2,28,21335,3,32,2849,3,33,4067,1,37,11771,3,11,18434,3,3,12131,3,34,4099,2,41,11384,3,1,52515,3,4,6816,3,25,13006,3,31,6533,3,9,4773,3,21,1342,3,17,4897,3,22,13034,0,5,32910,3,2,13459,MY,1,45,494,604,3,2,1,6,3,5,4,7,1,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,2,1,10,2,10,2,1,4,Plant Biotechnology (Science and technology),1.0481997677119625,37,23,37,4,4,4,1,1,1
2,14,3769,2,26,10464,0,40,3295,1,41,8704,2,5,13631,1,20,5050,0,1,13809,2,6,6028,1,11,13279,0,23,2681,1,19,10374,1,2,13222,1,12,9816,1,17,10868,1,30,3697,1,7,9221,2,8,7166,2,10,3380,0,34,12835,0,18,6170,1,3,9551,1,13,3310,0,24,11698,2,28,4399,2,16,10144,1,37,2411,1,22,3197,1,33,2589,1,36,3961,1,31,4509,0,42,5153,1,9,11251,1,4,3014,1,15,5111,1,29,5029,2,32,2392,1,27,3745,0,21,3104,1,38,2181,1,35,10607,0,39,3835,0,25,4858,MY,1,19,285,243,4,1,6,4,4,1,4,5,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,22,1,1,1,10,1,10,1,1,6,Health science,0.4628339140534262,12,12,17,1,2,1,0,0,0
3,11,3041,1,26,5058,0,12,2817,0,33,7127,1,23,4521,3,8,1964,0,36,5628,1,15,2693,3,18,5265,0,38,2386,3,2,5642,0,1,24268,2,24,3913,3,35,3539,1,14,5121,1,5,6040,1,42,2408,3,32,2945,0,19,5784,2,28,4811,1,22,2623,2,13,7381,1,7,8359,0,31,2562,0,10,6204,1,29,2689,3,9,3898,1,41,3757,3,6,4022,2,17,13999,0,20,3753,1,16,5929,3,25,4408,1,21,2635,1,34,6944,1,37,2292,1,4,4756,0,40,3563,1,30,3209,3,27,7196,1,39,3110,0,3,9224,MY,0,4,224,133,1,5,6,7,3,3,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,23,1,2,2,10,4,10,2,1,4,Wellness,1.2433217189314756,9,16,30,0,3,3,0,1,1
2,11,5715,0,36,2372,0,33,3755,1,21,5315,2,25,2727,2,3,5855,1,38,4530,1,34,9629,1,10,6159,1,1,14564,2,18,4069,2,41,1086,2,24,1884,3,5,5703,0,17,5396,1,7,4057,2,26,2073,1,27,4436,0,28,7529,0,8,7163,1,12,6324,1,42,3139,0,39,11827,1,6,23408,1,30,28932,1,31,23188,2,19,5565,0,37,5925,1,20,4392,0,29,6179,1,13,4526,2,4,8542,1,23,5032,2,14,3927,1,16,6373,1,32,1956,2,15,2687,1,9,2816,0,40,1991,1,2,8012,1,22,3302,2,35,6938,MY,0,19,292,189,2,5,5,6,4,7,7,3,4,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,20,1,1,1,10,1,10,2,1,4,Physics,0.5952380952380955,19,7,21,2,0,2,0,0,0
2,2,17140,2,1,24881,1,28,656070,1,17,10574,1,6,4411,2,14,4772,0,20,6365,2,27,60642,3,16,10678,1,29,4507,3,35,3162,3,11,4236,2,3,4061,2,12,14347,1,37,2572,1,39,3677,2,23,2956,3,41,4626,2,10,10590,2,33,3227,1,4,4990,1,22,7656,1,42,6585,1,21,4643,1,13,6086,2,15,2156,2,31,2663,3,36,2603,2,40,4895,3,18,7000,1,7,6522,2,30,4301,3,19,2860,2,34,2006,2,5,275474,3,26,1639,2,24,3597,1,25,3612,1,38,2975,2,32,3267,2,9,4484,2,8,4382,MY,1,11,1220,482,6,5,4,6,3,7,5,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,1,10,1,70,2,1,2,accounting,0.5969802555168409,20,26,30,2,4,3,0,1,1
0,14,6312,0,42,4760,2,9,4047,0,7,2857,1,24,2999,0,25,3744,0,36,1639,1,15,5303,0,20,6117,0,34,11352,0,41,2760,0,6,4175,1,22,2623,0,21,4697,0,5,3031,1,1,12086,3,29,2895,1,2,11046,0,4,4984,0,26,3257,0,30,3271,0,35,2169,0,11,2354,0,31,4409,0,32,13592,1,33,2695,2,3,10384,0,39,1895,0,16,3137,0,27,5848,1,19,5777,0,13,5417,0,23,2601,2,37,3072,0,12,4342,0,18,1514,2,28,3351,0,38,2200,0,40,1968,0,8,4287,0,17,1863,2,10,3752,BN,2,3,192,2969,2,4,2,1,6,7,6,5,6,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,1,2,28,2,1,1,10,1,10,2,1,1,Environmental,0.6457607433217193,16,0,4,2,0,0,0,0,0
1,15,17269,3,13,7787,0,18,3083,2,41,5478,2,39,7750,3,2,9513,2,20,5403,1,36,3881,3,40,5770,1,9,6260,2,29,6015,2,32,4945,3,3,3801,2,26,9792,1,37,4978,2,22,6332,1,38,13603,1,7,8066,2,33,6876,2,42,6266,1,24,3876,1,27,3029,0,28,2948,1,16,10750,2,23,10141,3,4,10286,1,10,4425,0,8,5718,2,25,15780,1,35,6117,1,5,6185,2,17,5768,1,30,6224,0,31,3089,3,14,7963,1,19,3629,1,34,6899,0,21,4702,2,6,7885,0,11,6496,0,12,8484,1,1,22823,MY,0,24,313,302,5,5,6,6,6,6,0,5,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,22,1,1,1,10,2,10,2,1,2,Hospitality,0.8850174216027874,17,19,24,2,3,2,0,1,0
1,12,2905,0,3,4441,0,10,11034,0,24,3446,2,18,3361,1,42,3218,0,31,4010,1,38,4910,0,23,63595,1,2,6588,1,30,3100,0,14,2999,2,41,747,3,20,7460,0,32,1599,1,35,2833,1,27,5398,2,1,6377,1,17,7692,0,34,3922,1,19,3594,1,13,3483,2,26,8809,1,25,7525,0,40,6245,2,39,31906,1,36,1865,0,11,3418,0,9,7922,1,16,9124,2,15,8894,1,7,28656,0,8,12306,1,6,5849,0,37,9558,1,5,3873,1,22,5147,0,29,6001,1,21,8112,1,28,4091,0,33,1649,1,4,5397,MY,1,3,344,165,2,3,6,3,5,7,6,2,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,23,1,1,1,10,1,10,1,1,3,Medicine,0.5813008130081302,16,6,13,2,0,0,0,0,0
3,40,2981,3,13,4845,1,37,5998,1,14,4415,1,21,4545,1,35,6419,0,16,4060,3,22,4314,2,30,6766,1,5,3659,3,9,3978,2,8,4948,3,10,5161,3,20,7922,0,18,15585,2,26,6951,1,19,5570,3,1,25525,0,25,4651,2,7,6541,1,33,6199,0,3,39177,0,38,15696,1,6,9178,2,34,5831,3,24,2800,3,4,19860,1,11,4323,3,27,2852,1,36,5113,2,39,19710,2,28,5060,2,31,3602,1,2,15489,2,23,6407,2,32,17920,2,41,4030,0,15,4033,3,17,20663,1,12,5513,0,29,4004,2,42,4602,MY,0,16,367,454,4,7,5,7,3,5,4,4,1,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,19,1,2,1,10,5,10,2,1,2,International business ,1.1132404181184665,21,15,33,3,3,3,1,1,1
2,7,6116,2,2,9914,0,28,2218,1,18,5295,1,26,7728,2,40,5594,2,13,5847,2,3,8547,2,42,11245,1,21,5767,1,36,12514,2,10,6443,2,32,4776,0,30,6359,1,31,3353,1,1,27725,3,14,3604,0,33,6833,0,25,29754,2,22,5256,1,19,4012,0,34,4807,2,41,4433,3,9,4640,0,17,11763,2,8,5078,1,24,6886,1,4,9470,2,20,6617,2,12,5757,1,39,6615,2,27,8502,2,15,4393,1,29,3363,0,5,10713,2,35,2646,3,6,4277,1,38,3103,1,11,11208,2,37,5747,0,23,3386,2,16,5406,MY,1,15,320,246,3,3,5,3,6,5,6,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,26,1,2,1,10,0,10,1,1,8,Engineering ,0.7781649245063882,22,19,17,3,3,1,1,1,0
1,2,20121,2,4,7863,1,18,4611,1,24,8383,1,5,4547,1,39,4300,0,34,3642,2,26,1964,2,21,6501,1,28,2611,1,23,4390,2,13,2932,2,6,3876,1,19,11625,2,16,7735,1,29,3448,1,41,3269,1,35,24416,1,15,6443,2,25,2618,2,11,3058,0,3,49687,0,1,9911,1,37,7797,2,17,4212,1,40,1808,1,30,1923,2,14,3483,1,38,7668,1,20,7815,1,33,2748,0,36,6949,1,32,5160,3,10,3229,1,7,5675,2,27,1525,1,31,5866,1,9,3110,1,42,4189,1,12,6701,1,22,4933,2,8,4308,MY,0,4,289,201,1,1,5,6,6,6,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,21,1,2,1,10,1,70,2,1,6,Accounting,0.429732868757259,19,19,14,2,3,0,0,1,0
1,20,2882,1,18,6540,0,29,3278,0,15,2035,1,2,10953,1,12,2673,0,9,2337,0,34,1708,1,37,18182,2,21,6187,1,11,3697,0,24,2990,0,10,1958,1,39,6456,0,16,2519,0,40,2380,2,26,3362,3,42,3297,0,36,3553,0,8,2662,1,31,2336,0,25,1994,0,6,2463,1,27,10061,0,30,2807,0,17,2269,1,14,2284,0,1,14091,1,38,3314,1,13,11032,0,7,3310,1,22,4857,0,23,1755,3,32,2269,0,35,7067,3,41,2602,1,5,4099,1,28,3069,0,4,2061,0,33,3840,0,19,1691,1,3,5958,MY,0,29,191,198,4,4,1,5,7,1,7,5,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,1,1,1,10,4,10,2,1,5,English,0.7555168408826947,13,6,10,1,0,0,0,0,0
2,3,7752,0,36,2117,1,6,3489,0,37,2269,0,28,1781,1,17,2654,0,19,2459,1,41,3545,2,11,5580,1,18,2856,2,13,3958,0,39,2898,3,38,4739,1,9,8742,0,24,2062,0,35,8018,3,15,4755,1,34,3020,0,30,2910,0,25,3375,3,40,2511,1,20,2398,0,16,2031,1,2,16978,1,7,5777,3,12,3078,1,29,2005,0,31,1971,2,32,5310,1,1,18225,0,42,5001,1,23,5636,0,26,2668,1,21,1735,1,27,7016,1,33,1944,0,10,3742,3,14,2099,0,22,1956,2,4,4152,1,8,7170,1,5,3456,MY,1,4,187,175,3,3,7,7,2,7,7,4,1,4,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,3,1,2,2,23,1,1,1,10,1,10,1,1,5,Human development,0.975609756097561,20,8,14,2,1,0,0,0,0
1,39,5749,0,35,3800,1,38,585,0,31,3049,2,4,4274,2,40,5405,1,10,7469,1,11,6655,2,9,5569,0,24,2284,1,28,3368,2,12,3833,1,6,5568,1,2,1201,1,3,1166,1,41,4998,0,29,615,1,5,3698,1,33,4830,1,14,5516,0,7,2452,1,17,5232,0,15,2018,1,18,4218,1,1,1782,0,25,2115,1,36,3919,2,42,5691,1,22,7553,1,23,3083,1,26,4354,1,20,10806,1,21,3517,0,32,2651,1,30,4954,1,37,2242,3,34,6488,0,13,2384,1,19,2620,2,27,4052,1,8,3868,1,16,3421,MY,0,11,241,189,5,1,6,6,3,6,7,2,7,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,2,22,1,1,1,10,0,10,0,1,1,Psychology,0.4628339140534262,11,14,16,1,2,1,0,0,0
3,4,3058,2,42,3888,2,26,4040,3,20,3338,3,37,1860,3,40,5868,3,10,2964,3,11,3347,3,17,6142,3,23,3396,3,18,2552,3,22,4781,3,36,1394,1,25,4988,3,29,2386,2,33,2142,3,24,3068,3,28,2524,3,19,7013,3,5,2228,3,21,1583,2,13,3487,1,14,2767,2,12,3464,3,16,4326,3,30,1388,3,34,3006,3,9,2484,3,41,2121,3,7,4287,2,32,3247,1,35,10365,3,27,2951,3,6,1914,1,8,15830,3,39,1408,3,38,4084,3,15,1893,3,31,1300,3,2,6979,2,3,7062,3,1,20636,MY,2,2,178,148,1,4,5,7,6,6,6,5,2,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,1,2,23,1,1,1,10,1,10,1,1,4,Engineeting,0.430313588850174,38,38,35,4,4,4,1,1,1
1,7,3722,0,14,2150,0,20,2920,0,10,3023,0,40,2051,0,12,2678,0,25,1855,0,27,1668,1,13,7901,0,15,3463,1,42,2332,0,11,2916,0,19,1417,1,8,10841,0,34,3591,0,18,2581,0,39,2258,1,9,4425,0,16,5777,0,41,1602,0,4,3295,0,1,88666,0,35,1741,0,24,3625,0,37,5235,0,38,1587,0,31,1789,1,3,5830,1,22,4756,0,32,3505,0,28,2210,0,29,3086,0,26,1787,0,36,3430,0,6,5361,0,23,2042,0,30,2477,0,21,1535,1,2,19289,1,17,5376,0,5,2178,0,33,4310,MY,0,11,243,231,6,2,7,4,6,1,7,1,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,20,2,1,2,10,1,10,2,1,2,,0.17247386759581884,0,3,6,0,0,0,0,0,0
1,22,17336,0,25,10156,0,13,8411,0,16,4267,1,8,13822,2,28,4719,0,26,7112,2,4,5982,1,18,22264,0,39,5798,1,27,3865,1,20,5317,1,33,5209,2,2,11861,0,14,13304,1,15,5385,1,6,10682,1,5,18431,0,30,5699,1,17,5050,0,7,33215,1,24,19015,0,41,4816,0,23,6163,0,29,8999,1,19,29803,1,21,12159,0,42,4287,2,40,7883,1,9,27361,1,37,16849,2,1,25953,0,38,9085,1,31,27000,1,34,37722,1,36,5085,0,10,6711,1,32,6501,1,11,10889,0,35,25862,0,12,3508,1,3,10811,MY,0,7,528,365,6,2,6,3,7,5,4,2,5,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,27,2,2,1,10,1,10,2,1,4,Management,0.44192799070847855,9,4,18,0,0,1,0,0,0
0,36,1076,0,34,1346,1,23,4266,0,41,898,0,8,7916,0,38,616,0,17,1792,0,3,5322,0,33,831,1,1,15795,0,14,3284,0,11,3613,0,40,1050,0,21,7403,0,10,3855,1,22,5033,0,42,2454,0,31,1466,0,18,2141,1,4,4403,0,27,3778,0,25,2079,0,30,1780,1,9,3183,0,28,3341,0,26,2038,0,16,2572,0,24,2147,0,20,5327,0,32,1217,0,19,2091,1,6,5395,0,12,7050,1,2,14248,0,7,6743,0,39,1329,2,5,5781,1,37,2501,0,29,1676,0,13,3999,0,15,2299,0,35,808,MY,0,6,161,168,4,4,3,4,4,1,1,5,1,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,23,1,2,1,10,3,10,1,1,3,Health sciences,0.23461091753774685,8,1,1,0,0,0,0,0,0
